filename,width,height,class,xmin,ymin,xmax,ymax
264925659_439762944289731_7305249710246032607_n-270.jpg,720,960,5V EXPANSION,248,0,873,678
264925659_439762944289731_7305249710246032607_n-90-mirrored.jpg,720,960,5V EXPANSION,248,42,873,720
264925659_439762944289731_7305249710246032607_n-90.jpg,720,960,5V EXPANSION,87,42,712,720
264949062_1093380741314302_6386599728413756099_n-0-mirrored.jpg,720,960,5V EXPANSION,340,485,417,558
264949062_1093380741314302_6386599728413756099_n-0-mirrored.jpg,720,960,SENSOR,328,442,381,469
264949062_1093380741314302_6386599728413756099_n-0-mirrored.jpg,720,960,BATTERY BOX,395,313,449,346
264949062_1093380741314302_6386599728413756099_n-0.jpg,720,960,5V EXPANSION,303,485,380,558
264949062_1093380741314302_6386599728413756099_n-0.jpg,720,960,SENSOR,339,442,392,469
264949062_1093380741314302_6386599728413756099_n-0.jpg,720,960,BATTERY BOX,271,313,325,346
264949062_1093380741314302_6386599728413756099_n-180-mirrored.jpg,720,960,5V EXPANSION,303,402,380,475
264949062_1093380741314302_6386599728413756099_n-180-mirrored.jpg,720,960,SENSOR,339,491,392,518
264949062_1093380741314302_6386599728413756099_n-180-mirrored.jpg,720,960,BATTERY BOX,271,614,325,647
264949062_1093380741314302_6386599728413756099_n-180.jpg,720,960,5V EXPANSION,340,402,417,475
264949062_1093380741314302_6386599728413756099_n-180.jpg,720,960,SENSOR,328,491,381,518
264949062_1093380741314302_6386599728413756099_n-180.jpg,720,960,BATTERY BOX,395,614,449,647
264949062_1093380741314302_6386599728413756099_n-270-mirrored.jpg,720,960,5V EXPANSION,402,340,475,417
264949062_1093380741314302_6386599728413756099_n-270-mirrored.jpg,720,960,SENSOR,491,328,518,381
264949062_1093380741314302_6386599728413756099_n-270-mirrored.jpg,720,960,BATTERY BOX,614,395,647,449
264949062_1093380741314302_6386599728413756099_n-270.jpg,720,960,5V EXPANSION,485,340,558,417
264949062_1093380741314302_6386599728413756099_n-270.jpg,720,960,SENSOR,442,328,469,381
264949062_1093380741314302_6386599728413756099_n-270.jpg,720,960,BATTERY BOX,313,395,346,449
264949062_1093380741314302_6386599728413756099_n-90-mirrored.jpg,720,960,5V EXPANSION,485,303,558,380
264949062_1093380741314302_6386599728413756099_n-90-mirrored.jpg,720,960,SENSOR,442,339,469,392
264949062_1093380741314302_6386599728413756099_n-90-mirrored.jpg,720,960,BATTERY BOX,313,271,346,325
264949062_1093380741314302_6386599728413756099_n-90.jpg,720,960,5V EXPANSION,402,303,475,380
264949062_1093380741314302_6386599728413756099_n-90.jpg,720,960,SENSOR,491,339,518,392
264949062_1093380741314302_6386599728413756099_n-90.jpg,720,960,BATTERY BOX,614,271,647,325
264949062_417912416786076_3699049807555165787_n-0-mirrored.jpg,960,720,SENSOR,372,291,462,383
264949062_417912416786076_3699049807555165787_n-0.jpg,960,720,SENSOR,498,291,588,383
264949062_417912416786076_3699049807555165787_n-180-mirrored.jpg,960,720,SENSOR,498,337,588,429
264949062_417912416786076_3699049807555165787_n-180.jpg,960,720,SENSOR,372,337,462,429
264949062_417912416786076_3699049807555165787_n-270-mirrored.jpg,960,720,SENSOR,337,372,429,462
264949062_417912416786076_3699049807555165787_n-270.jpg,960,720,SENSOR,291,372,383,462
264949062_417912416786076_3699049807555165787_n-90-mirrored.jpg,960,720,SENSOR,291,498,383,588
264949062_417912416786076_3699049807555165787_n-90.jpg,960,720,SENSOR,337,498,429,588
264960374_307246794623557_6006383942063004777_n-0-mirrored.jpg,720,960,SENSOR,281,165,349,223
264960374_307246794623557_6006383942063004777_n-0-mirrored.jpg,720,960,MOTOR,285,303,352,372
264960374_307246794623557_6006383942063004777_n-0-mirrored.jpg,720,960,UNO R3,488,182,550,256
264960374_307246794623557_6006383942063004777_n-0-mirrored.jpg,720,960,5V EXPANSION,391,117,462,195
264960374_307246794623557_6006383942063004777_n-0-mirrored.jpg,720,960,SENSOR,342,255,364,289
264960374_307246794623557_6006383942063004777_n-0-mirrored.jpg,720,960,MOTOR,357,596,487,722
264960374_307246794623557_6006383942063004777_n-0-mirrored.jpg,720,960,BATTERY BOX,482,334,531,373
264960374_307246794623557_6006383942063004777_n-0.jpg,720,960,SENSOR,371,165,439,223
264960374_307246794623557_6006383942063004777_n-0.jpg,720,960,MOTOR,368,303,435,372
264960374_307246794623557_6006383942063004777_n-0.jpg,720,960,UNO R3,170,182,232,256
264960374_307246794623557_6006383942063004777_n-0.jpg,720,960,5V EXPANSION,258,117,329,195
264960374_307246794623557_6006383942063004777_n-0.jpg,720,960,SENSOR,356,255,378,289
264960374_307246794623557_6006383942063004777_n-0.jpg,720,960,MOTOR,233,596,363,722
264960374_307246794623557_6006383942063004777_n-0.jpg,720,960,BATTERY BOX,189,334,238,373
264960374_307246794623557_6006383942063004777_n-180-mirrored.jpg,720,960,SENSOR,371,737,439,795
264960374_307246794623557_6006383942063004777_n-180-mirrored.jpg,720,960,MOTOR,368,588,435,657
264960374_307246794623557_6006383942063004777_n-180-mirrored.jpg,720,960,UNO R3,170,704,232,778
264960374_307246794623557_6006383942063004777_n-180-mirrored.jpg,720,960,5V EXPANSION,258,765,329,843
264960374_307246794623557_6006383942063004777_n-180-mirrored.jpg,720,960,SENSOR,356,671,378,705
264960374_307246794623557_6006383942063004777_n-180-mirrored.jpg,720,960,MOTOR,233,238,363,364
264960374_307246794623557_6006383942063004777_n-180-mirrored.jpg,720,960,BATTERY BOX,189,587,238,626
264960374_307246794623557_6006383942063004777_n-180.jpg,720,960,SENSOR,281,737,349,795
264960374_307246794623557_6006383942063004777_n-180.jpg,720,960,MOTOR,285,588,352,657
264960374_307246794623557_6006383942063004777_n-180.jpg,720,960,UNO R3,488,704,550,778
264960374_307246794623557_6006383942063004777_n-180.jpg,720,960,5V EXPANSION,391,765,462,843
264960374_307246794623557_6006383942063004777_n-180.jpg,720,960,SENSOR,342,671,364,705
264960374_307246794623557_6006383942063004777_n-180.jpg,720,960,MOTOR,357,238,487,364
264960374_307246794623557_6006383942063004777_n-180.jpg,720,960,BATTERY BOX,482,587,531,626
264960374_307246794623557_6006383942063004777_n-270-mirrored.jpg,720,960,SENSOR,737,281,795,349
264960374_307246794623557_6006383942063004777_n-270-mirrored.jpg,720,960,MOTOR,588,285,657,352
264960374_307246794623557_6006383942063004777_n-270-mirrored.jpg,720,960,UNO R3,704,488,778,550
264960374_307246794623557_6006383942063004777_n-270-mirrored.jpg,720,960,5V EXPANSION,765,391,843,462
264960374_307246794623557_6006383942063004777_n-270-mirrored.jpg,720,960,SENSOR,671,342,705,364
264960374_307246794623557_6006383942063004777_n-270-mirrored.jpg,720,960,MOTOR,238,357,364,487
264960374_307246794623557_6006383942063004777_n-270-mirrored.jpg,720,960,BATTERY BOX,587,482,626,531
264960374_307246794623557_6006383942063004777_n-270.jpg,720,960,SENSOR,165,281,223,349
264960374_307246794623557_6006383942063004777_n-270.jpg,720,960,MOTOR,303,285,372,352
264960374_307246794623557_6006383942063004777_n-270.jpg,720,960,UNO R3,182,488,256,550
264960374_307246794623557_6006383942063004777_n-270.jpg,720,960,5V EXPANSION,117,391,195,462
264960374_307246794623557_6006383942063004777_n-270.jpg,720,960,SENSOR,255,342,289,364
264960374_307246794623557_6006383942063004777_n-270.jpg,720,960,MOTOR,596,357,722,487
264960374_307246794623557_6006383942063004777_n-270.jpg,720,960,BATTERY BOX,334,482,373,531
264960374_307246794623557_6006383942063004777_n-90-mirrored.jpg,720,960,SENSOR,165,371,223,439
264960374_307246794623557_6006383942063004777_n-90-mirrored.jpg,720,960,MOTOR,303,368,372,435
264960374_307246794623557_6006383942063004777_n-90-mirrored.jpg,720,960,UNO R3,182,170,256,232
264960374_307246794623557_6006383942063004777_n-90-mirrored.jpg,720,960,5V EXPANSION,117,258,195,329
264960374_307246794623557_6006383942063004777_n-90-mirrored.jpg,720,960,SENSOR,255,356,289,378
264960374_307246794623557_6006383942063004777_n-90-mirrored.jpg,720,960,MOTOR,596,233,722,363
264960374_307246794623557_6006383942063004777_n-90-mirrored.jpg,720,960,BATTERY BOX,334,189,373,238
264960374_307246794623557_6006383942063004777_n-90.jpg,720,960,SENSOR,737,371,795,439
264960374_307246794623557_6006383942063004777_n-90.jpg,720,960,MOTOR,588,368,657,435
264960374_307246794623557_6006383942063004777_n-90.jpg,720,960,UNO R3,704,170,778,232
264960374_307246794623557_6006383942063004777_n-90.jpg,720,960,5V EXPANSION,765,258,843,329
264960374_307246794623557_6006383942063004777_n-90.jpg,720,960,SENSOR,671,356,705,378
264960374_307246794623557_6006383942063004777_n-90.jpg,720,960,MOTOR,238,233,364,363
264960374_307246794623557_6006383942063004777_n-90.jpg,720,960,BATTERY BOX,587,189,626,238
264973488_316886110439225_8786015153701580590_n-0-mirrored.jpg,720,960,SENSOR,368,527,432,560
264973488_316886110439225_8786015153701580590_n-0.jpg,720,960,SENSOR,288,527,352,560
264973488_316886110439225_8786015153701580590_n-180-mirrored.jpg,720,960,SENSOR,288,400,352,433
264973488_316886110439225_8786015153701580590_n-180.jpg,720,960,SENSOR,368,400,432,433
264973488_316886110439225_8786015153701580590_n-270-mirrored.jpg,720,960,SENSOR,400,368,433,432
264973488_316886110439225_8786015153701580590_n-270.jpg,720,960,SENSOR,527,368,560,432
264973488_316886110439225_8786015153701580590_n-90-mirrored.jpg,720,960,SENSOR,527,288,560,352
264973488_316886110439225_8786015153701580590_n-90.jpg,720,960,SENSOR,400,288,433,352
264986471_389169896290230_4193356646452571926_n-0-mirrored.jpg,960,720,UNO R3,464,316,659,519
264986471_389169896290230_4193356646452571926_n-0-mirrored.jpg,960,720,SENSOR,38,54,156,119
264986471_389169896290230_4193356646452571926_n-0.jpg,960,720,UNO R3,301,316,496,519
264986471_389169896290230_4193356646452571926_n-0.jpg,960,720,SENSOR,804,54,922,119
264986471_389169896290230_4193356646452571926_n-180-mirrored.jpg,960,720,UNO R3,301,201,496,404
264986471_389169896290230_4193356646452571926_n-180-mirrored.jpg,960,720,SENSOR,804,601,922,666
264986471_389169896290230_4193356646452571926_n-180.jpg,960,720,UNO R3,464,201,659,404
264986471_389169896290230_4193356646452571926_n-180.jpg,960,720,SENSOR,38,601,156,666
264986471_389169896290230_4193356646452571926_n-270-mirrored.jpg,960,720,UNO R3,201,464,404,659
264986471_389169896290230_4193356646452571926_n-270-mirrored.jpg,960,720,SENSOR,601,38,666,156
264986471_389169896290230_4193356646452571926_n-270.jpg,960,720,UNO R3,316,464,519,659
264986471_389169896290230_4193356646452571926_n-270.jpg,960,720,SENSOR,54,38,119,156
264986471_389169896290230_4193356646452571926_n-90-mirrored.jpg,960,720,UNO R3,316,301,519,496
264986471_389169896290230_4193356646452571926_n-90-mirrored.jpg,960,720,SENSOR,54,804,119,922
264986471_389169896290230_4193356646452571926_n-90.jpg,960,720,UNO R3,201,301,404,496
264986471_389169896290230_4193356646452571926_n-90.jpg,960,720,SENSOR,601,804,666,922
264993872_1071722863652862_1525581640924446428_n-0-mirrored.jpg,720,960,MOTOR,307,515,515,738
264993872_1071722863652862_1525581640924446428_n-0.jpg,720,960,MOTOR,205,515,413,738
264993872_1071722863652862_1525581640924446428_n-180-mirrored.jpg,720,960,MOTOR,205,222,413,445
264993872_1071722863652862_1525581640924446428_n-180.jpg,720,960,MOTOR,307,222,515,445
264993872_1071722863652862_1525581640924446428_n-270-mirrored.jpg,720,960,MOTOR,222,307,445,515
264993872_1071722863652862_1525581640924446428_n-270.jpg,720,960,MOTOR,515,307,738,515
264993872_1071722863652862_1525581640924446428_n-90-mirrored.jpg,720,960,MOTOR,515,205,738,413
264993872_1071722863652862_1525581640924446428_n-90.jpg,720,960,MOTOR,222,205,445,413
264998545_956409085000261_6405809309638547724_n-0-mirrored.jpg,720,960,SENSOR,197,738,314,827
264998545_956409085000261_6405809309638547724_n-0-mirrored.jpg,720,960,5V EXPANSION,207,465,339,575
264998545_956409085000261_6405809309638547724_n-0.jpg,720,960,SENSOR,406,738,523,827
264998545_956409085000261_6405809309638547724_n-0.jpg,720,960,5V EXPANSION,381,465,513,575
264998545_956409085000261_6405809309638547724_n-180-mirrored.jpg,720,960,SENSOR,406,133,523,222
264998545_956409085000261_6405809309638547724_n-180-mirrored.jpg,720,960,5V EXPANSION,381,385,513,495
264998545_956409085000261_6405809309638547724_n-180.jpg,720,960,SENSOR,197,133,314,222
264998545_956409085000261_6405809309638547724_n-180.jpg,720,960,5V EXPANSION,207,385,339,495
264998545_956409085000261_6405809309638547724_n-270-mirrored.jpg,720,960,SENSOR,133,197,222,314
264998545_956409085000261_6405809309638547724_n-270-mirrored.jpg,720,960,5V EXPANSION,385,207,495,339
264998545_956409085000261_6405809309638547724_n-270.jpg,720,960,SENSOR,738,197,827,314
264998545_956409085000261_6405809309638547724_n-270.jpg,720,960,5V EXPANSION,465,207,575,339
264998545_956409085000261_6405809309638547724_n-90-mirrored.jpg,720,960,SENSOR,738,406,827,523
264998545_956409085000261_6405809309638547724_n-90-mirrored.jpg,720,960,5V EXPANSION,465,381,575,513
264998545_956409085000261_6405809309638547724_n-90.jpg,720,960,SENSOR,133,406,222,523
264998545_956409085000261_6405809309638547724_n-90.jpg,720,960,5V EXPANSION,385,381,495,513
264998545_986754555387846_8163527031828563832_n-0-mirrored.jpg,960,720,5V EXPANSION,106,200,451,438
264998545_986754555387846_8163527031828563832_n-0-mirrored.jpg,960,720,UNO R3,429,238,842,645
264998545_986754555387846_8163527031828563832_n-0.jpg,960,720,5V EXPANSION,509,200,854,438
264998545_986754555387846_8163527031828563832_n-0.jpg,960,720,UNO R3,118,238,531,645
264998545_986754555387846_8163527031828563832_n-180-mirrored.jpg,960,720,5V EXPANSION,509,282,854,520
264998545_986754555387846_8163527031828563832_n-180-mirrored.jpg,960,720,UNO R3,118,75,531,482
264998545_986754555387846_8163527031828563832_n-180.jpg,960,720,5V EXPANSION,106,282,451,520
264998545_986754555387846_8163527031828563832_n-180.jpg,960,720,UNO R3,429,75,842,482
264998545_986754555387846_8163527031828563832_n-270-mirrored.jpg,960,720,5V EXPANSION,282,106,520,451
264998545_986754555387846_8163527031828563832_n-270-mirrored.jpg,960,720,UNO R3,75,429,482,842
264998545_986754555387846_8163527031828563832_n-270.jpg,960,720,5V EXPANSION,200,106,438,451
264998545_986754555387846_8163527031828563832_n-270.jpg,960,720,UNO R3,238,429,645,842
264998545_986754555387846_8163527031828563832_n-90-mirrored.jpg,960,720,5V EXPANSION,200,509,438,854
264998545_986754555387846_8163527031828563832_n-90-mirrored.jpg,960,720,UNO R3,238,118,645,531
264998545_986754555387846_8163527031828563832_n-90.jpg,960,720,5V EXPANSION,282,509,520,854
264998545_986754555387846_8163527031828563832_n-90.jpg,960,720,UNO R3,75,118,482,531
264998553_1256750388169638_4999905666621778819_n-0-mirrored.jpg,960,720,5V EXPANSION,178,1,800,513
264998553_1256750388169638_4999905666621778819_n-0.jpg,960,720,5V EXPANSION,160,1,782,513
264998553_1256750388169638_4999905666621778819_n-180-mirrored.jpg,960,720,5V EXPANSION,160,207,782,719
264998553_1256750388169638_4999905666621778819_n-180.jpg,960,720,5V EXPANSION,178,207,800,719
264998553_1256750388169638_4999905666621778819_n-270-mirrored.jpg,960,720,5V EXPANSION,207,178,719,800
264998553_1256750388169638_4999905666621778819_n-270.jpg,960,720,5V EXPANSION,1,178,513,800
264998553_1256750388169638_4999905666621778819_n-90-mirrored.jpg,960,720,5V EXPANSION,1,160,513,782
264998553_1256750388169638_4999905666621778819_n-90.jpg,960,720,5V EXPANSION,207,160,719,782
265005064_644119223434729_3542782593061154974_n-0-mirrored.jpg,960,720,5V EXPANSION,67,106,796,716
265005064_644119223434729_3542782593061154974_n-0.jpg,960,720,5V EXPANSION,164,106,893,716
265005064_644119223434729_3542782593061154974_n-180-mirrored.jpg,960,720,5V EXPANSION,164,4,893,614
265005064_644119223434729_3542782593061154974_n-180.jpg,960,720,5V EXPANSION,67,4,796,614
265005064_644119223434729_3542782593061154974_n-270-mirrored.jpg,960,720,5V EXPANSION,4,67,614,796
265005064_644119223434729_3542782593061154974_n-270.jpg,960,720,5V EXPANSION,106,67,716,796
